Codigo_Cliente;Segmento_RFM;CLV_Estimado;CLV_Categoria;Score_Saude_Cliente;Prioridade_Acao;Estrategia_Recomendada;Receita_Total;Ticket_Medio;Num_Transacoes;Days_Since_Last_Purchase;Risco_Churn_Flag;R_Score;F_Score;M_Score;RFM_Score;Estado_Estimado;Faixa_Etaria_Estimada;Genero_Estimado;Categoria_Preferida;Canal_Preferencial;Padrao_Sazonal;Primeira_Compra;Ultima_Compra;Quantidade_sum;Produtos_Unicos;Grupo_Produto_<lambda>;Total_Itens;Customer_Lifecycle_Days;Avg_Days_Between_Purchases;Recency_Days;Frequency_Count;Monetary_Value;Purchase_Frequency_Annual;Estimated_Margin_Per_Purchase;Estimated_Lifetime_Years;CLV_Projetado_24M;Estado_Civil_Estimado;Mes_Pico_Compras;Proxima_Compra_Prevista_Dias;Investimento_Sugerido;ROI_Esperado_Estrategia;Score_Atividade;Score_Fidelidade;Score_Valor;Score_Potencial;Score_Urgencia
CM0033413;Campeoes;60371.43;Premium;42.8;2;Evento_Exclusivo_Premium;2874.83;287.483;10;0;0;5;4;4;544;RJ;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-05;2025-05-26;11;6;BRUTA 2;10;22;2.2;0;10;2874.83;100.0;172.4898;3.5;120742.86;Casado;5;2.2;5000.0;4.2;100.0;6.2;3.1;3.1;20
CM0005896;Campeoes;261873.78;Premium;42.5;2;Evento_Exclusivo_Premium;12470.18;566.8263636363637;22;4;0;4;5;5;455;RJ;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-21;2025-05-22;58;22;ALIANCA PRATA;22;2;0.1;4;22;12470.18;220.0;340.0958181818182;3.5;523747.56;Solteiro;5;0.0;5000.0;4.2;85.7;13.7;13.6;13.6;20
CM0033643;Campeoes;54718.65;Premium;42.5;2;Evento_Exclusivo_Premium;2605.65;289.51666666666665;9;0;0;5;4;4;544;RJ;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-05;2025-05-26;57;9;ALIANCA PRATA;9;22;2.4;0;9;2605.65;90.0;173.70999999999998;3.5;109437.3;Casado;5;2.4;5000.0;4.2;100.0;5.6;2.8;2.8;20
CM0031673;Campeoes;214948.86;Premium;42.3;2;Evento_Exclusivo_Premium;10235.66;602.0976470588236;17;3;0;5;5;5;555;RJ;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-23;2025-05-23;220;17;ALIANCA PRATA;17;1;0.1;3;17;10235.66;170.0;361.2585882352941;3.5;429897.72;Casado;5;0.0;5000.0;4.2;89.3;10.6;11.2;11.2;20
CM0005104;Campeoes;333906.93;Premium;42.1;2;Evento_Exclusivo_Premium;15900.33;1135.7378571428571;14;4;0;4;5;5;455;MG;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-29;2025-05-22;401;12;ALIANCA PRATA;14;24;1.7;4;14;15900.33;140.0;681.4427142857143;3.5;667813.86;Casado;4;0.0;5000.0;4.2;85.7;8.7;17.4;17.4;20
CM0057098;Campeoes;279502.23;Premium;42.0;2;Evento_Exclusivo_Premium;13309.630000000001;739.423888888889;18;4;0;4;5;5;455;MG;26-35;Feminino;Brincos;Presencial;Outono;2025-04-29;2025-05-22;22;11;FINANCEIRO;18;24;1.3;4;18;13309.630000000001;180.0;443.6543333333334;3.5;559004.46;Solteiro;4;0.0;5000.0;4.2;85.7;11.2;14.6;14.6;20
CM0005779;Campeoes;160936.44;Premium;41.9;2;Evento_Exclusivo_Premium;7663.639999999999;218.96114285714285;35;5;0;4;5;5;455;SP;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-21;299;32;ALIANCA ACO;35;9;0.3;5;35;7663.639999999999;350.0;131.3766857142857;3.5;321872.88;Solteiro;5;0.0;5000.0;4.2;82.1;21.7;8.4;8.4;20
CM0043512;Campeoes;127859.34;Premium;41.5;2;Evento_Exclusivo_Premium;6088.54;217.44785714285715;28;4;0;4;5;5;455;SP;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-28;2025-05-22;169;28;ALIANCA ACO;28;25;0.9;4;28;6088.54;280.0;130.46871428571427;3.5;255718.68;Solteiro;4;0.0;5000.0;4.2;85.7;17.4;6.7;6.7;20
CM0051501;Campeoes;201219.27;Premium;41.3;2;Evento_Exclusivo_Premium;9581.869999999999;737.066923076923;13;3;0;5;5;5;555;MG;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-09;2025-05-23;246;12;ALIANCA MOEDA;13;15;1.2;3;13;9581.869999999999;130.0;442.24015384615376;3.5;402438.54;Solteiro;5;0.0;5000.0;4.2;89.3;8.1;10.5;10.5;20
CM0005923;Campeoes;196356.93;Premium;40.8;2;Evento_Exclusivo_Premium;9350.33;850.03;11;3;0;5;4;5;545;PR;26-35;Masculino;Pulseiras;WhatsApp_VIP;Outono;2025-04-29;2025-05-23;95;9;ALIANCA PRATA;11;25;2.3;3;11;9350.33;110.0;510.018;3.5;392713.86;Solteiro;4;0.0;5000.0;4.2;89.3;6.8;10.2;10.2;20
CM0032649;Campeoes;129075.45;Premium;40.7;2;Evento_Exclusivo_Premium;6146.45;384.153125;16;3;0;5;5;5;555;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-12;2025-05-23;40;16;ALIANCA PRATA;16;12;0.8;3;16;6146.45;160.0;230.491875;3.5;258150.9;Casado;5;0.0;5000.0;4.2;89.3;9.9;6.7;6.7;20
CM0032490;Campeoes;82806.15;Premium;40.6;2;Evento_Exclusivo_Premium;3943.15;207.5342105263158;19;3;0;5;5;4;554;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-09;2025-05-23;95;16;ALIANCA PRATA;19;15;0.8;3;19;3943.15;190.0;124.52052631578948;3.5;165612.3;Solteiro;5;0.0;5000.0;4.2;89.3;11.8;4.3;4.3;20
CM0041424;Campeoes;367864.14;Premium;40.6;2;Evento_Exclusivo_Premium;17517.34;1592.4854545454546;11;5;0;4;4;5;445;MG;36-50;Feminino;Colares;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;180;11;ALIANCA PRATA;11;1;0.1;5;11;17517.34;110.0;955.4912727272726;3.5;735728.28;Casado;5;0.0;5000.0;4.2;82.1;6.8;19.2;19.2;20
CM0005473;Campeoes;174162.03;Premium;40.5;2;Evento_Exclusivo_Premium;8293.43;753.9481818181819;11;3;0;5;4;5;545;RJ;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-23;295;10;ALIANCA ACO;11;11;1.0;3;11;8293.43;110.0;452.3689090909091;3.5;348324.06;Solteiro;5;0.0;5000.0;4.2;89.3;6.8;9.1;9.1;20
CM0047504;Campeoes;177126.6;Premium;40.5;2;Evento_Exclusivo_Premium;8434.6;766.7818181818183;11;3;0;5;5;5;555;SP;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-23;292;9;ALIANCA LATAO FOLHEA;11;9;0.8;3;11;8434.6;110.0;460.06909090909096;3.5;354253.2;Casado;5;0.0;5000.0;4.2;89.3;6.8;9.2;9.2;20
CM0005165;Campeoes;108774.33;Premium;39.9;2;Evento_Exclusivo_Premium;5179.7300000000005;398.44076923076926;13;3;0;5;5;5;555;SP;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-16;2025-05-23;181;13;ALIANCA PRATA;13;8;0.6;3;13;5179.7300000000005;130.0;239.06446153846156;3.5;217548.66;Solteiro;5;0.0;5000.0;4.2;89.3;8.1;5.7;5.7;20
CM0055491;Campeoes;161742.63;Premium;39.9;2;Evento_Exclusivo_Premium;7702.03;855.781111111111;9;3;0;5;4;5;545;MG;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-23;2025-05-23;17;9;ANEL 10K;9;1;0.1;3;9;7702.03;90.0;513.4686666666666;3.5;323485.26;Solteiro;5;0.0;5000.0;4.2;89.3;5.6;8.4;8.4;20
CM0032626;Campeoes;143759.91;Premium;39.8;2;Evento_Exclusivo_Premium;6845.71;684.571;10;3;0;5;4;5;545;PR;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-02;2025-05-23;10;8;ALIANCA BLEND;10;22;2.2;3;10;6845.71;100.0;410.7426;3.5;287519.82;Solteiro;5;0.0;5000.0;4.2;89.3;6.2;7.5;7.5;20
CM0049621;Campeoes;335850.27;Premium;39.6;2;Evento_Exclusivo_Premium;15992.869999999999;1999.1087499999999;8;5;0;4;4;5;445;MG;36-50;Feminino;Colares;Presencial;Datas_Comemorativas;2025-05-05;2025-05-21;114;7;ALIANCA BLEND;8;17;2.1;5;8;15992.869999999999;80.0;1199.46525;3.5;671700.54;Solteiro;5;0.0;5000.0;4.2;82.1;5.0;17.5;17.5;20
CM0005285;Campeoes;80517.78;Premium;39.4;2;Evento_Exclusivo_Premium;3834.18;294.93692307692305;13;3;0;5;5;4;554;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-05;2025-05-23;102;12;ALIANCA ACO;13;19;1.5;3;13;3834.18;130.0;176.96215384615383;3.5;161035.56;Casado;5;0.0;5000.0;4.2;89.3;8.1;4.2;4.2;20
CM0057023;Campeoes;90958.56;Premium;39.4;2;Evento_Exclusivo_Premium;4331.36;360.94666666666666;12;3;0;5;5;4;554;SP;18-25;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-02;2025-05-23;80;8;ALIANCA LATAO FOLHEA;12;22;1.8;3;12;4331.36;120.0;216.56799999999998;3.5;181917.12;Solteiro;5;0.0;5000.0;4.2;89.3;7.5;4.7;4.7;20
CM0044641;Campeoes;116906.58;Premium;39.2;2;Evento_Exclusivo_Premium;5566.9800000000005;618.5533333333334;9;3;0;5;4;5;545;RJ;26-35;Feminino;Brincos;WhatsApp_VIP;Outono;2025-04-29;2025-05-23;102;7;ANEL PRATA;9;25;2.8;3;9;5566.9800000000005;90.0;371.132;3.5;233813.16;Casado;4;0.0;5000.0;4.2;89.3;5.6;6.1;6.1;20
CM0059329;Campeoes;149730.0;Premium;39.0;2;Evento_Exclusivo_Premium;7130.0;548.4615384615385;13;4;0;4;5;5;455;RS;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-22;2025-05-22;16;13;ANEL;13;1;0.1;4;13;7130.0;130.0;329.07692307692304;3.5;299460.0;Casado;5;0.0;5000.0;4.2;85.7;8.1;7.8;7.8;20
CM0005578;Campeoes;81768.12;Premium;38.8;2;Evento_Exclusivo_Premium;3893.72;229.04235294117646;17;4;0;4;5;4;454;PR;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;96;17;ALIANCA PRATA;17;1;0.1;4;17;3893.72;170.0;137.42541176470587;3.5;163536.24;Casado;5;0.0;5000.0;4.2;85.7;10.6;4.3;4.3;20
CM0054349;Campeoes;98339.22;Premium;38.8;2;Evento_Exclusivo_Premium;4682.82;585.3525;8;3;0;5;4;4;544;PR;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-02;2025-05-23;118;7;ALIANCA PRATA;8;22;2.8;3;8;4682.82;80.0;351.21149999999994;3.5;196678.44;Casado;5;0.0;5000.0;4.2;89.3;5.0;5.1;5.1;20
C000008297;Campeoes;85131.48;Premium;38.6;2;Evento_Exclusivo_Premium;4053.88;253.3675;16;4;0;4;5;4;454;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-22;121;15;ALIANCA PRATA;16;10;0.6;4;16;4053.88;160.0;152.0205;3.5;170262.96;Solteiro;5;0.0;5000.0;4.2;85.7;9.9;4.4;4.4;20
CM0055395;Campeoes;90755.28;Premium;38.6;2;Evento_Exclusivo_Premium;4321.68;139.4090322580645;31;6;0;4;5;4;454;SP;26-35;Masculino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-20;80;26;ALIANCA PRATA;31;21;0.7;6;31;4321.68;310.0;83.64541935483871;3.5;181510.56;Casado;4;0.0;5000.0;4.2;78.6;19.3;4.7;4.7;20
CM0032691;Campeoes;78750.84;Premium;38.4;2;Evento_Exclusivo_Premium;3750.04;468.755;8;3;0;5;4;4;544;MG;26-35;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-12;2025-05-23;20;8;ALIANCA PRATA;8;12;1.5;3;8;3750.04;80.0;281.253;3.5;157501.68;Casado;5;0.0;5000.0;4.2;89.3;5.0;4.1;4.1;20
CM0032709;Campeoes;104625.78;Premium;38.2;2;Evento_Exclusivo_Premium;4982.179999999999;415.1816666666666;12;4;0;4;5;4;454;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-12;2025-05-22;33;12;ALIANCA PRATA;12;11;0.9;4;12;4982.179999999999;120.0;249.10899999999995;3.5;209251.56;Solteiro;5;0.0;5000.0;4.2;85.7;7.5;5.4;5.4;20
CM0060433;Campeoes;56909.79;Premium;38.1;2;Evento_Exclusivo_Premium;2709.99;338.74875;8;3;0;5;4;4;544;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-23;2025-05-23;83;8;ALIANCA PRATA;8;1;0.1;3;8;2709.99;80.0;203.24925;3.5;113819.58;Casado;5;0.0;5000.0;4.2;89.3;5.0;3.0;3.0;20
CM0049331;Campeoes;126720.09;Premium;38.0;2;Evento_Exclusivo_Premium;6034.29;354.9582352941176;17;5;0;4;5;5;455;SP;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-06;2025-05-21;64;12;FINANCEIRO;17;16;0.9;5;17;6034.29;170.0;212.97494117647057;3.5;253440.18;Casado;5;0.0;5000.0;4.2;82.1;10.6;6.6;6.6;20
CM0028056;Campeoes;219228.45;Premium;37.8;2;Evento_Exclusivo_Premium;10439.45;1304.93125;8;5;0;4;4;5;445;RJ;18-25;Masculino;Pulseiras;WhatsApp_VIP;Outono;2025-04-30;2025-05-21;242;4;ANEL PRATA;8;22;2.8;5;8;10439.45;80.0;782.95875;3.5;438456.9;Casado;4;0.0;5000.0;4.2;82.1;5.0;11.4;11.4;20
CM0043475;Campeoes;113564.43;Premium;37.7;2;Evento_Exclusivo_Premium;5407.83;600.87;9;4;0;4;4;5;445;MG;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-22;2025-05-22;149;9;ALIANCA PRATA;9;1;0.1;4;9;5407.83;90.0;360.522;3.5;227128.86;Casado;5;0.0;5000.0;4.2;85.7;5.6;5.9;5.9;20
CM0038178;Campeoes;107287.74;Premium;37.6;2;Evento_Exclusivo_Premium;5108.94;567.66;9;4;0;4;4;5;445;MG;18-25;Masculino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-22;29;7;FINANCEIRO;9;23;2.6;4;9;5108.94;90.0;340.59599999999995;3.5;214575.48;Casado;4;0.0;5000.0;4.2;85.7;5.6;5.6;5.6;20
CM0005790;Campeoes;67432.68;Premium;37.0;2;Evento_Exclusivo_Premium;3211.08;356.78666666666663;9;4;0;4;4;4;444;RS;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;87;9;ALIANCA PRATA;9;1;0.1;4;9;3211.08;90.0;214.07199999999997;3.5;134865.36;Casado;5;0.0;5000.0;4.2;85.7;5.6;3.5;3.5;20
CM0027855;Campeoes;177350.04;Premium;37.0;2;Evento_Exclusivo_Premium;8445.24;563.016;15;6;0;4;5;5;455;MG;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-20;51;12;ALIANCA PRATA;15;19;1.3;6;15;8445.24;150.0;337.8096;3.5;354700.08;Solteiro;5;0.0;5000.0;4.2;78.6;9.3;9.2;9.2;20
CM0057974;Campeoes;96664.89;Premium;36.8;2;Evento_Exclusivo_Premium;4603.09;354.08384615384614;13;5;0;4;5;4;454;RS;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-28;2025-05-21;14;6;ALIANCA BLEND;13;24;1.8;5;13;4603.09;130.0;212.4503076923077;3.5;193329.78;Casado;4;0.0;5000.0;4.2;82.1;8.1;5.0;5.0;20
CM0045296;Campeoes;216028.89;Premium;36.7;2;Evento_Exclusivo_Premium;10287.09;1028.709;10;6;0;4;4;5;445;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-20;76;8;ANEL;10;21;2.1;6;10;10287.09;100.0;617.2254;3.5;432057.78;Casado;4;0.0;5000.0;4.2;78.6;6.2;11.3;11.3;20
CM0005539;Campeoes;216646.29;Premium;36.3;2;Evento_Exclusivo_Premium;10316.49;1289.56125;8;6;0;4;4;5;445;MG;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-12;2025-05-20;18;6;FINANCEIRO;8;9;1.1;6;8;10316.49;80.0;773.7367499999999;3.5;433292.58;Casado;5;0.0;5000.0;4.2;78.6;5.0;11.3;11.3;20
CM0005801;Campeoes;102726.96;Premium;35.8;2;Evento_Exclusivo_Premium;4891.76;326.11733333333336;15;6;0;4;5;4;454;SP;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;175;15;ALIANCA ACO;15;1;0.1;6;15;4891.76;150.0;195.6704;3.5;205453.92;Casado;5;0.0;5000.0;4.2;78.6;9.3;5.3;5.3;20
CM0060479;Campeoes;64109.43;Premium;35.5;2;Evento_Exclusivo_Premium;3052.83;339.2033333333333;9;5;0;4;4;4;444;SP;18-25;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-21;2025-05-21;71;9;ALIANCA PRATA;9;1;0.1;5;9;3052.83;90.0;203.522;3.5;128218.86;Casado;5;0.0;5000.0;4.2;82.1;5.6;3.3;3.3;20
CM0033614;Campeoes;84683.13;Premium;34.6;2;Evento_Exclusivo_Premium;4032.53;403.25300000000004;10;6;0;4;4;4;444;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;94;10;ALIANCA PRATA;10;1;0.1;6;10;4032.53;100.0;241.95180000000002;3.5;169366.26;Casado;5;0.0;5000.0;4.2;78.6;6.2;4.4;4.4;20
CM0005894;Campeoes;79005.78;Premium;34.2;2;Evento_Exclusivo_Premium;3762.1800000000003;470.27250000000004;8;6;0;4;4;4;444;RJ;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-14;2025-05-20;95;5;ANEL PRATA;8;7;0.9;6;8;3762.1800000000003;80.0;282.1635;3.5;158011.56;Casado;5;0.0;5000.0;4.2;78.6;5.0;4.1;4.1;20
C000008669;Perdidos;978384.33;Premium;31.9;3;Win_Back_Campaign;46589.73;9317.946;5;17;0;2;2;5;225;RJ;50+;Masculino;Relógios;Presencial;Datas_Comemorativas;2025-05-09;2025-05-09;1651;5;ALIANCA PRATA;5;1;0.2;17;5;46589.73;50.0;5590.7676;3.5;1956768.66;Solteiro;5;0.0;500.0;1.5;39.3;3.1;51.0;51.0;70
CM0030892;Perdidos;75624.36;Premium;21.9;3;Win_Back_Campaign;3601.16;900.29;4;14;0;2;2;4;224;MG;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-12;2025-05-12;60;4;ALIANCA PRATA;4;1;0.2;14;4;3601.16;40.0;540.174;3.5;151248.72;Solteiro;5;0.0;500.0;1.5;50.0;2.5;3.9;3.9;70
CM0059275;Perdidos;55346.13;Premium;21.4;3;Win_Back_Campaign;2635.53;878.5100000000001;3;14;0;2;2;4;224;SP;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-12;2025-05-12;3;3;FINANCEIRO;3;1;0.3;14;3;2635.53;30.0;527.106;3.5;110692.26;Casado;5;0.0;500.0;1.5;50.0;1.9;2.9;2.9;70
CM0057603;Perdidos;31348.17;Premium;21.2;3;Win_Back_Campaign;1492.77;373.1925;4;14;0;2;2;3;223;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-12;2025-05-12;43;4;ALIANCA PRATA;4;1;0.2;14;4;1492.77;40.0;223.91549999999998;3.5;62696.34;Solteiro;5;0.0;500.0;1.5;50.0;2.5;1.6;1.6;70
CM0051961;Perdidos;20526.24;Alto;20.9;3;Win_Back_Campaign;977.44;325.81333333333333;3;14;0;2;2;2;222;SP;18-25;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-12;2025-05-12;16;3;ANEL PRATA;3;1;0.3;14;3;977.44;30.0;195.488;3.5;41052.48;Casado;5;0.0;500.0;1.5;50.0;1.9;1.1;1.1;50
CM0005056;Perdidos;25825.8;Alto;20.8;3;Win_Back_Campaign;1229.8;614.9;2;14;0;2;1;2;212;MG;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-12;2025-05-12;41;2;ALIANCA LATAO FOLHEA;2;1;0.5;14;2;1229.8;20.0;368.94;3.5;51651.6;Solteiro;5;0.0;500.0;1.5;50.0;1.2;1.3;1.3;50
C000008548;Perdidos;276222.87;Premium;19.2;3;Win_Back_Campaign;13153.47;4384.49;3;18;0;2;1;5;215;RJ;26-35;Feminino;Relógios;Presencial;Datas_Comemorativas;2025-05-08;2025-05-08;421;3;ALIANCA PRATA;3;1;0.3;18;3;13153.47;30.0;2630.694;3.5;552445.74;Casado;5;0.0;500.0;1.5;35.7;1.9;14.4;14.4;70
CM0058301;Perdidos;16845.36;Alto;16.6;3;Win_Back_Campaign;802.1600000000001;267.3866666666667;3;17;0;2;2;2;222;RJ;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-09;2025-05-09;4;3;FINANCEIRO;3;1;0.3;17;3;802.1600000000001;30.0;160.43200000000002;3.5;33690.72;Casado;5;0.0;500.0;1.5;39.3;1.9;0.9;0.9;50
C000008455;Perdidos;26204.43;Alto;15.6;3;Win_Back_Campaign;1247.83;249.56599999999997;5;18;0;2;2;2;222;PR;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-08;2025-05-08;56;5;ALIANCA PRATA;5;1;0.2;18;5;1247.83;50.0;149.73959999999997;3.5;52408.86;Solteiro;5;0.0;500.0;1.5;35.7;3.1;1.4;1.4;50
CM0005120;Perdidos;18301.71;Alto;15.3;3;Win_Back_Campaign;871.51;217.8775;4;18;0;2;2;2;222;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-08;2025-05-08;26;4;ALIANCA MOEDA;4;1;0.2;18;4;871.51;40.0;130.7265;3.5;36603.42;Casado;5;0.0;500.0;1.5;35.7;2.5;1.0;1.0;50
CM0050759;Perdidos;225492.96;Premium;14.1;3;Win_Back_Campaign;10737.76;3579.2533333333336;3;21;0;1;2;5;125;SP;26-35;Masculino;Anéis;Presencial;Datas_Comemorativas;2025-05-05;2025-05-05;197;3;ALIANCA PRATA;3;1;0.3;21;3;10737.76;30.0;2147.552;3.5;450985.92;Casado;5;0.0;500.0;1.5;25.0;1.9;11.7;11.7;70
CM0058726;Perdidos;30116.94;Premium;14.1;3;Win_Back_Campaign;1434.1399999999999;358.53499999999997;4;19;0;2;2;3;223;SP;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-07;2025-05-07;4;4;ALIANCA BLEND;4;1;0.2;19;4;1434.1399999999999;40.0;215.12099999999998;3.5;60233.88;Casado;5;0.0;500.0;1.5;32.1;2.5;1.6;1.6;70
CM0005026;Perdidos;16275.63;Alto;13.8;3;Win_Back_Campaign;775.03;193.7575;4;19;0;2;2;2;222;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-07;4;3;FINANCEIRO;4;6;1.5;19;4;775.03;40.0;116.2545;3.5;32551.26;Casado;5;0.0;500.0;1.5;32.1;2.5;0.8;0.8;50
CM0035091;Perdidos;24533.46;Alto;13.8;3;Win_Back_Campaign;1168.26;389.42;3;19;0;2;2;2;222;MG;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-07;2025-05-07;33;3;ALIANCA MOEDA;3;1;0.3;19;3;1168.26;30.0;233.652;3.5;49066.92;Casado;5;0.0;500.0;1.5;32.1;1.9;1.3;1.3;50
CM0051109;Perdidos;24578.82;Alto;13.8;3;Win_Back_Campaign;1170.42;390.14000000000004;3;19;0;2;2;2;222;MG;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-07;2025-05-07;29;3;ALIANCA MOEDA;3;1;0.3;19;3;1170.42;30.0;234.084;3.5;49157.64;Casado;5;0.0;500.0;1.5;32.1;1.9;1.3;1.3;50
CM0005700;Perdidos;17079.51;Alto;13.7;3;Win_Back_Campaign;813.31;271.1033333333333;3;19;0;2;1;2;212;MG;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-07;2025-05-07;3;3;FINANCEIRO;3;1;0.3;19;3;813.31;30.0;162.66199999999998;3.5;34159.02;Casado;5;0.0;500.0;1.5;32.1;1.9;0.9;0.9;50
CM0005629;Perdidos;16335.27;Alto;13.5;3;Win_Back_Campaign;777.87;388.935;2;19;0;2;1;2;212;RS;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-07;2025-05-07;18;2;ANEL PRATA;2;1;0.5;19;2;777.87;20.0;233.361;3.5;32670.54;Casado;5;0.0;500.0;1.5;32.1;1.2;0.9;0.9;50
C000008785;Perdidos;56707.98;Premium;13.1;3;Win_Back_Campaign;2700.38;675.095;4;20;0;1;2;4;124;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-06;2025-05-06;51;4;ALIANCA ACO;4;1;0.2;20;4;2700.38;40.0;405.057;3.5;113415.96;Solteiro;5;0.0;500.0;1.5;28.6;2.5;3.0;3.0;70
CM0047065;Perdidos;28581.84;Alto;12.5;3;Win_Back_Campaign;1361.04;453.68;3;20;0;1;2;3;123;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-06;2025-05-06;79;3;ALIANCA ACO;3;1;0.3;20;3;1361.04;30.0;272.20799999999997;3.5;57163.68;Casado;5;0.0;500.0;1.5;28.6;1.9;1.5;1.5;50
6;Perdidos;16290.12;Alto;12.0;3;Win_Back_Campaign;775.72;387.86;2;20;0;1;1;2;112;PR;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-06;2025-05-06;3;2;ALIANCA 416;2;1;0.5;20;2;775.72;20.0;232.716;3.5;32580.24;Casado;5;0.0;500.0;1.5;28.6;1.2;0.8;0.8;50
C000008840;Perdidos;23283.12;Alto;10.9;3;Win_Back_Campaign;1108.72;369.5733333333333;3;21;0;1;1;2;112;RS;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-05;2025-05-05;4;3;FINANCEIRO;3;1;0.3;21;3;1108.72;30.0;221.744;3.5;46566.24;Casado;5;0.0;500.0;1.5;25.0;1.9;1.2;1.2;50
C000008818;Perdidos;398241.9;Premium;9.6;3;Win_Back_Campaign;18963.9;6321.3;3;26;0;1;1;5;115;RJ;26-35;Masculino;Relógios;Presencial;Outono;2025-04-30;2025-04-30;379;3;FINANCEIRO;3;1;0.3;26;3;18963.9;30.0;3792.7799999999997;3.5;796483.8;Solteiro;4;0.0;500.0;1.5;7.1;1.9;20.7;20.7;70
CM0005574;Perdidos;49662.9;Premium;7.3;3;Win_Back_Campaign;2364.9;591.225;4;24;0;1;2;3;123;SP;18-25;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-02;2025-05-02;45;4;ALIANCA ACO;4;1;0.2;24;4;2364.9;40.0;354.735;3.5;99325.8;Casado;5;0.0;500.0;1.5;14.3;2.5;2.6;2.6;70
